dateStart,title,latitude,longitude,description
2019-12-04 18:30:00 UTC,ASSAULT,41.758868246,-87.576838856,PRO EMP HANDS NO/MIN INJURY
2019-12-04 18:52:00 UTC,ASSAULT,41.703063398,-87.618529631,SIMPLE
2019-12-04 19:00:00 UTC,ASSAULT,41.996588393,-87.689845238,SIMPLE
2019-12-04 19:00:00 UTC,ASSAULT,41.773085006,-87.568335406,SIMPLE
2019-12-04 19:00:00 UTC,ASSAULT,41.775268726,-87.672591663,SIMPLE
2019-12-04 19:12:00 UTC,ASSAULT,41.730276993,-87.603830307,SIMPLE
2019-12-04 20:00:00 UTC,ASSAULT,41.828203205,-87.626495474,SIMPLE
2019-12-04 20:45:00 UTC,ASSAULT,41.745657444,-87.673023617,SIMPLE
2019-12-04 21:39:00 UTC,ASSAULT,41.749854829,-87.648867162,AGG PO HANDS NO/MIN INJURY
2019-12-04 22:00:00 UTC,ASSAULT,41.909805432,-87.752654119,SIMPLE
2019-12-04 22:02:00 UTC,ASSAULT,41.722578383,-87.662706548,SIMPLE
2019-12-04 22:19:00 UTC,ASSAULT,41.904195229,-87.624434638,SIMPLE
2019-12-05 00:06:00 UTC,ASSAULT,41.757630995,-87.585708249,SIMPLE
2019-12-05 00:20:00 UTC,ASSAULT,41.8924816,-87.627351831,SIMPLE
2019-12-05 00:57:00 UTC,ASSAULT,41.879361356,-87.635879544,SIMPLE
2019-12-05 03:49:00 UTC,ASSAULT,41.697218282,-87.661333312,SIMPLE
2019-12-05 04:06:00 UTC,ASSAULT,41.949470571,-87.704229598,SIMPLE
2019-12-05 07:30:00 UTC,ASSAULT,41.976290414,-87.905227221,SIMPLE
2019-12-05 08:00:00 UTC,ASSAULT,41.96538061,-87.659110921,SIMPLE
2019-12-05 08:55:00 UTC,ASSAULT,41.751636442,-87.641628664,SIMPLE
2019-12-05 09:00:00 UTC,ASSAULT,41.69941558,-87.623301059,SIMPLE
2019-12-05 09:00:00 UTC,ASSAULT,41.688218178,-87.537357913,PRO EMP HANDS NO/MIN INJURY
2019-12-05 10:15:00 UTC,ASSAULT,41.950889938,-87.710380552,SIMPLE
2019-12-05 10:20:00 UTC,ASSAULT,41.858281851,-87.646654964,SIMPLE
2019-12-05 10:25:00 UTC,ASSAULT,41.904579871,-87.640696598,SIMPLE
2019-12-05 10:25:00 UTC,ASSAULT,42.018495011,-87.682989305,SIMPLE
2019-12-05 10:36:00 UTC,ASSAULT,41.820706776,-87.689672123,PRO EMP HANDS NO/MIN INJURY
2019-12-05 10:40:00 UTC,ASSAULT,41.856083523,-87.627164967,SIMPLE
2019-12-05 11:00:00 UTC,ASSAULT,42.022534793,-87.673434623,SIMPLE
2019-12-05 12:45:00 UTC,ASSAULT,41.893611655,-87.66721933,SIMPLE
2019-12-05 13:35:00 UTC,ASSAULT,41.79763606,-87.603881043,SIMPLE
2019-12-05 13:42:00 UTC,ASSAULT,41.881756669,-87.686445186,PRO EMP HANDS NO/MIN INJURY
2019-12-05 13:45:00 UTC,ASSAULT,41.783488078,-87.638664831,SIMPLE
2019-12-05 13:47:00 UTC,ASSAULT,41.875971051,-87.741250934,SIMPLE
2019-12-05 14:00:00 UTC,ASSAULT,41.767836987,-87.590355138,SIMPLE
2019-12-05 14:15:00 UTC,ASSAULT,41.88145568,-87.647346976,SIMPLE
2019-12-05 14:20:00 UTC,ASSAULT,41.961287044,-87.692796336,SIMPLE
2019-12-05 15:23:00 UTC,ASSAULT,41.785567569,-87.68502968,PRO EMP HANDS NO/MIN INJURY
2019-12-05 15:32:00 UTC,ASSAULT,41.752996613,-87.702486995,SIMPLE
2019-12-05 15:40:00 UTC,ASSAULT,41.872963554,-87.753663295,SIMPLE
2019-12-05 15:55:00 UTC,ASSAULT,41.891133566,-87.624134682,SIMPLE
2019-12-05 16:00:00 UTC,ASSAULT,41.765486603,-87.576288258,SIMPLE
2019-12-05 16:20:00 UTC,ASSAULT,41.744226478,-87.643855503,SIMPLE
2019-12-05 16:45:00 UTC,ASSAULT,42.018498254,-87.672983233,SIMPLE
2019-12-05 16:55:00 UTC,ASSAULT,41.984198867,-87.711346953,SIMPLE
2019-12-05 17:30:00 UTC,ASSAULT,41.778107067,-87.664185111,SIMPLE
2019-12-05 17:45:00 UTC,ASSAULT,41.874223466,-87.660609583,SIMPLE
2019-12-05 18:05:00 UTC,ASSAULT,41.791220341,-87.688848758,SIMPLE
2019-12-05 18:22:00 UTC,ASSAULT,41.743950485,-87.566116329,SIMPLE
2019-12-05 18:28:00 UTC,ASSAULT,41.808639575,-87.662231531,SIMPLE
2019-12-05 18:54:00 UTC,ASSAULT,41.756057234,-87.654929158,SIMPLE
2019-12-05 19:12:00 UTC,ASSAULT,41.894066784,-87.628531735,SIMPLE
2019-12-05 19:15:00 UTC,ASSAULT,41.746926625,-87.605114972,SIMPLE
2019-12-05 20:09:00 UTC,ASSAULT,41.876541001,-87.629253085,SIMPLE
2019-12-05 20:37:00 UTC,ASSAULT,41.936572103,-87.640707032,SIMPLE
2019-12-05 20:46:00 UTC,ASSAULT,41.673207966,-87.617674109,SIMPLE
2019-12-05 21:45:00 UTC,ASSAULT,41.890051565,-87.62891376,SIMPLE
2019-12-05 22:22:00 UTC,ASSAULT,41.748536319,-87.60146885,SIMPLE
2019-12-05 23:00:00 UTC,ASSAULT,41.847485847,-87.705127012,SIMPLE
2019-12-06 03:22:00 UTC,ASSAULT,41.81600695,-87.601834735,SIMPLE
2019-12-06 08:00:00 UTC,ASSAULT,41.774755319,-87.682165389,SIMPLE
2019-12-06 08:10:00 UTC,ASSAULT,41.86640116,-87.705973505,SIMPLE
2019-12-06 08:30:00 UTC,ASSAULT,41.88465094,-87.75522124,SIMPLE
2019-12-06 09:20:00 UTC,ASSAULT,41.775378785,-87.664107154,SIMPLE
2019-12-06 09:30:00 UTC,ASSAULT,41.916975644,-87.742341751,SIMPLE
2019-12-06 10:00:00 UTC,ASSAULT,41.876384567,-87.62925113,SIMPLE
2019-12-06 10:20:00 UTC,ASSAULT,41.883210775,-87.629906972,SIMPLE
2019-12-06 10:38:00 UTC,ASSAULT,41.736345248,-87.623198545,SIMPLE
2019-12-06 10:50:00 UTC,ASSAULT,41.937794593,-87.723684338,SIMPLE
2019-12-06 11:40:00 UTC,ASSAULT,41.97586893,-87.902593203,SIMPLE
2019-12-06 12:00:00 UTC,ASSAULT,41.868302711,-87.770546219,PRO EMP HANDS NO/MIN INJURY
2019-12-06 12:45:00 UTC,ASSAULT,41.765294699,-87.604757012,PRO EMP HANDS NO/MIN INJURY
2019-12-06 12:50:00 UTC,ASSAULT,41.984032004,-87.700398992,SIMPLE
2019-12-06 12:57:00 UTC,ASSAULT,41.7452607,-87.603796295,SIMPLE
2019-12-06 14:00:00 UTC,ASSAULT,42.016268916,-87.680472844,SIMPLE
2019-12-06 14:00:00 UTC,ASSAULT,41.874381838,-87.641536792,SIMPLE
2019-12-06 14:27:00 UTC,ASSAULT,41.909577258,-87.749867783,SIMPLE
2019-12-06 15:00:00 UTC,ASSAULT,41.911864905,-87.712512617,PRO EMP HANDS NO/MIN INJURY
2019-12-06 15:13:00 UTC,ASSAULT,41.749779724,-87.65008096,SIMPLE
2019-12-06 15:31:00 UTC,ASSAULT,41.991376844,-87.656853941,SIMPLE
2019-12-06 16:00:00 UTC,ASSAULT,41.886688163,-87.65599842,SIMPLE
2019-12-06 16:15:00 UTC,ASSAULT,41.736148121,-87.629070243,SIMPLE
2019-12-06 16:25:00 UTC,ASSAULT,41.764319039,-87.706895637,SIMPLE
2019-12-06 16:30:00 UTC,ASSAULT,41.909407901,-87.763135333,SIMPLE
2019-12-06 17:00:00 UTC,ASSAULT,41.994489811,-87.695877312,SIMPLE
2019-12-06 17:00:00 UTC,ASSAULT,41.877541813,-87.686987079,SIMPLE
2019-12-06 17:35:00 UTC,ASSAULT,41.754592961,-87.741528537,SIMPLE
2019-12-06 18:30:00 UTC,ASSAULT,41.872709056,-87.624187857,SIMPLE
2019-12-06 19:30:00 UTC,ASSAULT,41.824654911,-87.632324055,SIMPLE
2019-12-06 19:30:00 UTC,ASSAULT,41.720371905,-87.569902327,SIMPLE
2019-12-06 19:45:00 UTC,ASSAULT,41.970776543,-87.65971961,SIMPLE
2019-12-06 20:00:00 UTC,ASSAULT,41.886774773,-87.763413758,SIMPLE
2019-12-06 20:00:00 UTC,ASSAULT,41.952014887,-87.646370342,SIMPLE
2019-12-06 21:50:00 UTC,ASSAULT,41.765934421,-87.615266287,SIMPLE
