dateStart,event,latitude,longitude,description
2019-12-17 07:10:00 UTC,ASSAULT,41.910007135,-87.715579879,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-17 08:30:00 UTC,ASSAULT,41.814835819,-87.615864844,AGGRAVATED: HANDGUN
2019-12-17 13:30:00 UTC,ASSAULT,41.745266022,-87.605067779,AGGRAVATED: HANDGUN
2019-12-17 15:00:00 UTC,ASSAULT,41.883673944,-87.626233272,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-17 16:55:00 UTC,ASSAULT,41.86694152,-87.71299884,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-17 19:45:00 UTC,ASSAULT,41.866404039,-87.639218102,AGGRAVATED: OTHER DANG WEAPON
2019-12-17 21:08:00 UTC,ASSAULT,41.810668881,-87.603920271,AGGRAVATED: HANDGUN
2019-12-17 21:40:00 UTC,ASSAULT,41.874650697,-87.68868687,AGGRAVATED: HANDGUN
2019-12-17 21:43:00 UTC,ASSAULT,41.893817529,-87.77366461,AGGRAVATED: HANDGUN
2019-12-18 06:24:00 UTC,ASSAULT,41.720243663,-87.657672256,AGGRAVATED: HANDGUN
2019-12-18 16:20:00 UTC,ASSAULT,41.887640628,-87.619340283,AGGRAVATED: HANDGUN
2019-12-18 16:30:00 UTC,ASSAULT,41.866229446,-87.720935733,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-18 16:35:00 UTC,ASSAULT,41.900357815,-87.761562887,AGGRAVATED: HANDGUN
2019-12-18 17:30:00 UTC,ASSAULT,41.659553601,-87.597053833,AGGRAVATED: HANDGUN
2019-12-18 19:10:00 UTC,ASSAULT,41.866937617,-87.624141504,AGGRAVATED: OTHER DANG WEAPON
2019-12-18 20:50:00 UTC,ASSAULT,41.724632437,-87.642086889,AGGRAVATED: OTHER FIREARM
2019-12-18 23:30:00 UTC,ASSAULT,41.767957587,-87.637215836,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-19 00:00:00 UTC,ASSAULT,41.742590029,-87.741129435,AGGRAVATED: HANDGUN
2019-12-19 02:47:00 UTC,ASSAULT,41.866361183,-87.70971863,AGGRAVATED: HANDGUN
2019-12-19 04:45:00 UTC,ASSAULT,41.779295906,-87.644774188,AGGRAVATED: HANDGUN
2019-12-19 05:17:00 UTC,ASSAULT,41.877633028,-87.633713529,AGGRAVATED: OTHER DANG WEAPON
2019-12-19 05:30:00 UTC,ASSAULT,41.897967942,-87.7655071,AGGRAVATED: OTHER DANG WEAPON
2019-12-19 08:19:00 UTC,ASSAULT,41.873732481,-87.702226415,AGGRAVATED:KNIFE/CUTTING INSTR
2019-12-19 08:30:00 UTC,ASSAULT,41.77945628,-87.613190628,AGGRAVATED: OTHER DANG WEAPON
2019-12-19 08:45:00 UTC,ASSAULT,41.657525882,-87.613573559,AGGRAVATED: HANDGUN
